Price,Close,High,Low,Open,Volume,Date
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
Date,,,,,,
2024-12-26,4028.95556640625,4058.768636316996,4003.877688349927,4039.005875455315,1208464,2024-12-26
2024-12-27,4024.848388671875,4040.4072804902585,4007.839919451797,4023.0604821695897,858100,2024-12-27
2024-12-30,4019.001220703125,4058.1398080559024,3973.774597398072,4011.4636074414875,1527169,2024-12-30
2024-12-31,3957.15283203125,4000.785250683389,3896.512181145006,3996.0014568066717,1555429,2024-12-31
2025-01-01,3974.20947265625,3995.034876942136,3948.116846379581,3956.7659433990707,763161,2025-01-01
2025-01-02,4035.3818359375,4042.388126618347,3959.2308928706593,3981.50587656409,1720835,2025-01-02
2025-01-03,3962.081298828125,4039.440692055234,3954.7369152564975,4039.440692055234,1791953,2025-01-03
2025-01-06,3957.345947265625,4010.1587847646483,3929.7072462762812,3967.4929881560497,2085593,2025-01-06
2025-01-07,3892.888427734375,4001.1719054105165,3876.701480293973,3976.6258227699414,2669054,2025-01-07
2025-01-08,3970.295654296875,3987.304123019685,3882.6929569225254,3899.2663636904895,2181277,2025-01-08
2025-01-09,3903.083740234375,3998.6591122870946,3889.989177677788,3963.144467280376,2392472,2025-01-09
2025-01-10,4122.25927734375,4152.555535561777,4029.824664485132,4058.816208833946,7894300,2025-01-10
2025-01-13,4146.85400390625,4177.633454859343,4085.295102000063,4102.303569240159,4003771,2025-01-13
2025-01-14,4090.755615234375,4168.88793265084,4077.226225962871,4157.388046143593,3441709,2025-01-14
2025-01-15,4106.7490234375,4113.368853824781,4066.0159976679342,4076.211168766914,1653474,2025-01-15
2025-01-16,4064.904296875,4149.6564346958185,4050.9403192872737,4116.799350676336,2637705,2025-01-16
2025-01-17,4058.99951171875,4094.7250599119097,4035.133463463163,4094.0359508349425,1761466,2025-01-17
2025-01-20,4013.23583984375,4080.158948884836,4003.689468952198,4080.158948884836,1287799,2025-01-20
2025-01-21,3971.949951171875,4045.909995207746,3966.192478882806,4030.4586234318854,1971591,2025-01-21
2025-01-22,4090.7880859375,4097.2341866812185,3980.1675861797344,3985.8758020500386,2409223,2025-01-22
2025-01-23,4079.814697265625,4124.987859977081,4074.499811787622,4102.007467712743,1822998,2025-01-23
2025-01-24,4086.60595703125,4111.849744585292,4039.0213862561122,4039.0213862561122,1910099,2025-01-24
2025-01-27,4000.7861328125,4090.542349798662,3977.067853766373,4037.0527805961183,1551782,2025-01-27
2025-01-28,3976.329833984375,4037.052887627697,3964.519830412573,4006.3469263960387,2468272,2025-01-28
2025-01-29,4034.88720703125,4042.8100387937484,3989.8125558722263,3989.8125558722263,1217089,2025-01-29
2025-01-30,4035.13330078125,4064.5107788173946,3994.2413583605,4034.985771856494,1531251,2025-01-30
2025-01-31,4047.287841796875,4063.0840087875113,4020.5678067148765,4044.92593735956,1492943,2025-01-31
2025-02-01,4008.659423828125,4070.4158985162953,3991.7810571349555,4047.878571991142,437172,2025-02-01
2025-02-03,4004.230712890625,4012.4486029262193,3935.388283689166,3967.0784110116783,1265713,2025-02-03
2025-02-04,4042.0224609375,4053.6359186488944,4001.6718584472637,4019.042308064253,2547132,2025-02-04
