Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Quarter,Day,Weekday,Daily Return,Cumulative Return,MACD,Signal_Line,RSI,52W_High,Lag_1,Lag_2,Rolling_Mean_7,Rolling_Std_7
2004-09-15,94.61736221833344,94.80325094567792,93.0558980432147,93.51132202148438,11988288,0.0,0.0,2004,9,3,15,Wednesday,-0.009412776761870911,3.167819972059627,4.287503237781976,4.618112551888986,61.62300512954124,111.41242437423156,94.39988708496094,93.26966857910156,92.72289385114398,1.1004125969480874
2004-09-16,93.59499678591922,94.33855187458592,93.1767470485442,93.73069763183594,7358224,0.0,0.0,2004,9,3,16,Thursday,0.0023459791350308734,3.1752516116176133,4.133412528206591,4.521172547152507,72.32006131700346,111.41242437423156,93.51132202148438,94.39988708496094,92.8936516898019,1.1577169650184143
2004-09-17,94.05969208493472,95.72339839392636,93.90168553875488,95.22149658203124,14627896,0.0,0.0,2004,9,3,17,Friday,0.015905130206658624,3.225754401939294,4.084505905298926,4.433839218781791,69.96007654744622,111.41242437423156,93.73069763183594,93.51132202148438,93.30260467529297,1.4144478664550932
2004-09-20,95.95576350981536,96.37401314714876,94.81811973105458,95.07279205322266,8552224,0.0,0.0,2004,9,3,20,Monday,-0.001561669729486681,3.220716838935027,3.9877792052207326,4.344627216069579,68.35481619639897,111.41242437423156,95.22149658203124,93.73069763183594,93.87274932861328,1.1496391409478015
2004-09-21,95.25500168443116,97.45220878329592,94.9891820472374,97.20126342773438,13897080,0.0,0.0,2004,9,3,21,Tuesday,0.02238780757927228,3.2928216277924265,4.036343989106598,4.282970570676983,74.63840304926285,111.41242437423156,95.07279205322266,95.22149658203124,94.6295896257673,1.3614309960632955
2004-09-22,97.44287859960528,98.14925353391946,96.39260269299795,97.7830581665039,15371584,0.0,0.0,2004,9,3,22,Wednesday,0.005985464779499239,3.3125306956707514,4.074806075424945,4.241337671626575,74.74579395693274,111.41242437423156,97.20126342773438,95.07279205322266,95.27435956682477,1.6485269580377855
2004-09-23,97.40569089170592,97.49863525324382,95.4538592994103,95.7568588256836,15819680,0.0,0.0,2004,9,3,23,Thursday,-0.020721374221801536,3.243890507504553,3.896869516715185,4.172444040644297,61.94687426222671,111.41242437423156,97.7830581665039,97.20126342773438,95.4682126726423,1.6078400114791944
2004-09-24,95.64904654681114,96.66214242405904,95.36092127604287,95.62117004394533,8083208,0.0,0.0,2004,9,3,24,Friday,-0.0014170137095377289,3.2392938701831797,3.7022275862288154,4.078400749761201,62.6585646170907,111.41242437423156,95.7568588256836,97.7830581665039,95.76961953299386,1.3582433068525421
2004-09-27,95.5003301890346,95.96505199044113,94.33852568551838,94.87388610839844,8229512,0.0,0.0,2004,9,3,27,Monday,-0.007815046973420836,3.213978636426984,3.44792732576164,3.952306064961289,58.89932251439081,111.41242437423156,95.62117004394533,95.7568588256836,95.93293217250279,1.1200735098652264
2004-09-28,94.43146733850452,95.49103528448356,94.1061620868463,94.39057159423828,6339416,0.0,0.0,2004,9,3,28,Tuesday,-0.005094283938237187,3.1976057166815965,3.170841606878426,3.7960131733447167,57.555570561121776,111.41242437423156,94.87388610839844,95.62117004394533,95.81422860281808,1.2450896752720504
2004-09-29,94.73447945090165,96.01153418673228,94.44634850024696,95.82564544677734,11737176,0.0,0.0,2004,9,3,29,Wednesday,0.01520357201255318,3.246220745462917,3.032095534943096,3.643229645664393,67.4363524398465,111.41242437423156,94.39057159423828,94.87388610839844,95.92177908761161,1.2021454596268826
2004-09-30,96.25320016315248,96.74580992826893,94.86461086290936,95.46317291259766,12521432,0.0,0.0,2004,9,3,30,Thursday,-0.003782625543399143,3.2339415079516165,2.8599223643475966,3.4865681894010336,63.54125129219559,111.41242437423156,95.82564544677734,94.39057159423828,95.67348044259208,1.0655668416325668
2004-10-01,95.63975251311992,98.19200117014852,95.394378025649,97.3778076171875,10968888,0.0,0.0,2004,10,4,1,Friday,0.020056265114326344,3.2988022961993186,2.84517153915489,3.358288859351805,65.0013149712824,111.41242437423156,95.46317291259766,95.82564544677734,95.61558750697544,0.9348393770054831
2004-10-04,98.24218106480238,100.47284553552636,98.00609877767864,100.05459594726562,15129824,0.0,0.0,2004,10,4,4,Monday,0.027488689626296914,3.3894820486580572,3.0147239897462725,3.289575885430699,68.55320942732357,111.41242437423156,97.3778076171875,95.46317291259766,96.22954995291573,1.9274221608625028
2004-10-05,100.4077852552714,101.2163965572375,99.9616478395858,100.44495391845705,14341288,0.0,0.0,2004,10,4,5,Tuesday,0.003901449678505031,3.402705942307093,3.144348067088174,3.2605303217621944,73.51825216458346,111.41242437423156,100.05459594726562,97.3778076171875,96.91866193498883,2.461879848452841
2004-10-06,100.47285351184084,102.49904510523513,99.92076945746614,100.52861785888672,17670664,0.0,0.0,2004,10,4,6,Wednesday,0.0008329332352283725,3.4055401691761493,3.2167464127653886,3.2517735399628336,73.27218428919856,111.41242437423156,100.44495391845705,100.05459594726562,97.72648075648716,2.602812234943129
2004-10-07,100.65871775904448,102.23877150041452,100.65871775904448,101.96923065185548,10080128,0.0,0.0,2004,10,4,7,Thursday,0.014330375008149154,3.4543428369057594,3.351731363230627,3.2717651046163923,73.18002621921728,111.41242437423156,100.52861785888672,100.44495391845705,98.80914633614677,2.559794022196342
2004-10-08,102.05294297593812,103.26122007856765,101.77410979840823,102.05852508544922,8558920,0.0,0.0,2004,10,4,8,Friday,0.0008756997873073935,3.4573678041933245,3.4264156369219023,3.3026952110774945,74.09596131315482,111.41242437423156,101.96923065185548,100.52861785888672,99.69955771309989,2.429767834400733
2004-10-11,102.2388164133406,103.3076767667528,100.84465073497688,101.24431610107422,9332056,0.0,0.0,2004,10,4,11,Monday,-0.007977863521869466,3.4297853957065647,3.380930341066957,3.3183422370753872,65.33621653158428,111.41242437423156,102.05852508544922,101.96923065185548,100.52543531145368,1.5857404170493625
2004-10-12,103.16825171636408,103.6329735709423,100.16243393776172,100.79444885253906,15600512,0.0,0.0,2004,10,4,12,Tuesday,-0.004443382758258174,3.4145455464147565,3.270877746527475,3.308849338965805,61.538371591990035,111.41242437423156,101.24431610107422,102.05852508544922,101.0135269165039,0.7729392279599426
2004-10-14,102.51762300673344,104.46945445110462,101.12903979655336,103.7444839477539,19225984,0.0,0.0,2004,10,4,14,Thursday,0.029267832988805864,3.5144818951998946,3.3827096786686184,3.323621406906368,78.58174793667295,111.41242437423156,100.79444885253906,101.24431610107422,101.54065377371651,1.1674865408447415
2004-10-15,104.25573004528113,106.04956152257022,103.84306235087384,104.6553955078125,17799744,0.0,0.0,2004,10,4,15,Friday,0.008780337280556827,3.5453402316061604,3.5044432009073176,3.359785765706558,80.62756644964242,111.41242437423156,103.7444839477539,100.79444885253906,102.14214542933873,1.5355054191342339
2004-10-18,105.39888195150634,106.14243667426828,104.58654932454849,105.7018814086914,13693344,0.0,0.0,2004,10,4,18,Monday,0.009999349730619445,3.5807913284960255,3.6433621497295974,3.4165010425111664,85.97885247688653,111.41242437423156,104.6553955078125,103.7444839477539,102.88118307931083,1.8435325618089484
2004-10-19,105.9714698550942,106.76520716299216,105.59411021786832,106.25401306152344,11767128,0.0,0.0,2004,10,4,19,Tuesday,0.005223479899068684,3.599495520023184,3.754726675674064,3.484146169143746,89.23993933444537,111.41242437423156,105.7018814086914,104.6553955078125,103.49329485212054,2.172296516776063
2004-10-20,106.4027362501044,106.87675034340216,104.93421043206423,105.33015441894533,7206832,0.0,0.0,2004,10,4,20,Wednesday,-0.008694811762480659,3.5681985840366903,3.725491051571055,3.532415145629208,82.53782356299722,111.41242437423156,106.25401306152344,105.7018814086914,103.9606704711914,2.1640872571961824
2004-10-21,105.70192374422416,105.86364605353802,104.2835916348285,104.6144790649414,6413520,0.0,0.0,2004,10,4,21,Thursday,-0.0067945913300132554,3.543954132873829,3.603038998161594,3.5465399161356856,80.5889289437552,111.41242437423156,105.33015441894533,106.25401306152344,104.44212232317243,1.803975025387391
2004-10-22,104.6144790649414,104.6144790649414,104.6144790649414,104.6144790649414,0,0.0,0.0,2004,10,4,22,Friday,0.0,3.543954132873829,3.466040506195071,3.530440034147563,77.73969417829792,111.41242437423156,104.6144790649414,105.33015441894533,104.9878409249442,0.8332145487169578
2004-10-25,104.56242950716852,104.74831827073682,103.2389024182222,103.85233306884766,9390272,0.0,0.0,2004,10,4,25,Monday,-0.007285282141687444,3.518135427118644,3.258408497060614,3.4760337267301735,67.06196404688177,111.41242437423156,104.6144790649414,104.6144790649414,105.0032479422433,0.806975711160342
2004-10-26,103.68867880572304,106.04574534676068,103.68867880572304,105.69627380371094,6932760,0.0,0.0,2004,10,4,26,Tuesday,0.017755409824455892,3.580601363445073,3.2056959730604717,3.4219661759962334,70.86700253508091,111.41242437423156,103.85233306884766,104.6144790649414,105.15194484165737,0.82782515703021
2004-10-27,106.16665879814715,106.70015868390664,105.51046596515866,105.9473114013672,7837656,0.0,0.0,2004,10,4,27,Wednesday,0.002375084651730086,3.589105594787355,3.14789063044536,3.367151066886059,71.24943528433249,111.41242437423156,105.69627380371094,103.85233306884766,105.18700626918248,0.8595870669799694
2004-10-28,106.70209173119028,109.4791463544676,106.70209173119028,108.65534210205078,18591416,0.375,0.0,2004,10,4,28,Thursday,0.02556016443328679,3.6808437239585494,3.2827533879331128,3.35027153109547,73.84894721545206,111.41242437423156,105.9473114013672,105.69627380371094,105.5300532749721,1.5545857310820512
2004-10-29,108.8417714840342,108.8417714840342,106.71705445517765,107.75145721435548,8661776,0.0,0.0,2004,10,4,29,Friday,-0.008318826025565773,3.650223425391643,3.2789000201323404,3.335997228902844,69.19110657542258,111.41242437423156,108.65534210205078,105.9473114013672,105.8759536743164,1.7586721826947072
2004-11-01,107.16809019549122,109.44750523890704,106.45053448967523,109.09339141845705,6137568,0.0,0.0,2004,11,4,1,Monday,0.012453977317745002,3.6956832251361718,3.3455635001582777,3.337910483153931,75.55047589529019,111.41242437423156,107.75145721435548,108.65534210205078,106.51579829624723,2.018759790190165
2004-11-02,105.30428627915737,109.94140337085032,104.83833810978057,108.07201385498048,8864040,0.0,0.0,2004,11,4,2,Tuesday,-0.009362414626554183,3.661082706454046,3.278189230155874,3.32596623255432,72.84024697258415,111.41242437423156,109.09339141845705,107.75145721435548,107.00973183768137,1.8952284904186119
2004-11-03,108.1931607746687,110.33652227149676,108.1931607746687,109.51644897460938,8978136,0.0,0.0,2004,11,4,3,Wednesday,0.013365487216395744,3.710014860565325,3.3032704329431226,3.3214270726320807,70.00563246202059,111.41242437423156,108.07201385498048,109.09339141845705,107.8188912527902,1.4878752910939896
2004-11-04,110.12780114445437,110.6999869576816,108.81754921166224,109.06916809082033,6555808,0.0,0.0,2004,11,4,4,Thursday,-0.0040841434138605415,3.6948626278072223,3.2495963141073076,3.3070609209271264,65.80612833705645,111.41242437423156,109.51644897460938,108.07201385498048,108.30073329380582,1.2052055398863626
2004-11-05,109.40084563280207,109.96371438734204,108.09992261806504,108.60873413085938,5023848,0.0,0.0,2004,11,4,5,Friday,-0.004221485943466163,3.6792648171608957,3.133781730588268,3.272405082859355,60.86579084107664,111.41242437423156,109.06916809082033,109.51644897460938,108.68093654087613,0.6136653143847579
2004-11-08,108.56587131141568,110.79310476624556,107.72716500943908,110.35138702392578,10291728,0.0,0.0,2004,11,4,8,Monday,0.016045237125835055,3.7382994936009846,3.1463462423141095,3.247193314750306,64.06419156909527,111.41242437423156,108.60873413085938,109.06916809082033,108.92322867257256,0.8792347155265129
2004-11-09,110.61606852403088,111.63183756151996,109.68417241178123,110.7465362548828,7338712,0.0,0.0,2004,11,4,9,Tuesday,0.003580827043627055,3.7516856975248483,3.1518563113230726,3.2281259140648597,69.29188591652321,111.63183756151996,110.35138702392578,108.60873413085938,109.3510971069336,0.9405870967541281
2004-11-10,110.98882519434146,111.73434207222115,110.90495227044303,111.30194091796876,5734392,0.0,0.0,2004,11,4,10,Wednesday,0.005015097373408661,3.77050076661236,3.1645605116039235,3.215412833572673,74.09425837241669,111.73434207222115,110.7465362548828,110.35138702392578,109.66660417829242,1.1797450916844685
2004-11-11,111.73435782164914,112.14439443741632,110.99815752583544,111.47901916503906,5235128,0.0,0.0,2004,11,4,11,Thursday,0.0015909717800950407,3.776499526928867,3.1525764772699887,3.2028455623121364,74.42064847852207,112.14439443741632,111.30194091796876,110.7465362548828,110.15331922258649,1.1131546712467335
2004-11-12,112.20026544652116,112.57302380348636,110.91424456471836,111.52557373046876,1813408,0.0,0.0,2004,11,4,12,Friday,0.000417608315702811,3.77807662453556,3.1109742336264503,3.1844712965749995,78.76200744111037,112.57302380348636,111.47901916503906,111.30194091796876,110.44033704485211,1.1786647842840992
2004-11-15,111.52557373046876,111.52557373046876,111.52557373046876,111.52557373046876,0,0.0,0.0,2004,11,4,15,Monday,0.0,3.77807662453556,3.0429271853743813,3.156162474334876,75.35524515067979,112.57302380348636,111.52557373046876,111.47901916503906,110.79125213623047,1.0623204629549787
2004-11-16,111.64118209345712,111.64118209345712,110.33652721089584,110.9795379638672,4005504,0.0,0.0,2004,11,4,16,Tuesday,-0.004896058799223946,3.7595789392338603,2.9113783293183673,3.1072056453315744,71.34062219323249,112.57302380348636,111.52557373046876,111.52557373046876,111.12993839808873,0.45465309438383705
2004-11-17,111.0354268402474,112.75011804015205,111.0354268402474,112.3307647705078,5467936,0.0,0.0,2004,11,4,17,Wednesday,0.012175458930821392,3.8053535382056833,2.8829250582450214,3.062349527914264,67.61365173637492,112.75011804015205,110.9795379638672,111.52557373046876,111.41270664760044,0.5027247708504402
2004-11-18,112.70912995718412,115.04819884747086,112.43329228355476,114.71643829345705,7472128,0.0,0.0,2004,11,4,18,Thursday,0.021237935376147377,3.8861713907334896,3.0180889011636367,3.0534974025641386,79.22720223543529,115.04819884747086,112.3307647705078,110.9795379638672,111.9798355102539,1.2738267110743418
2004-11-19,114.90279101198009,115.27554945808544,112.86193624441616,113.42107391357422,6812760,0.0,0.0,2004,11,4,19,Friday,-0.011291881086554878,3.8422892055073556,2.9862584127341307,3.040049604598137,68.23154308488405,115.27554945808544,114.71643829345705,112.3307647705078,112.2825687953404,1.3361575445246063
2004-11-22,112.55445653048568,114.25050350036229,111.36162453746569,113.9206085205078,4738272,0.0,0.0,2004,11,4,22,Monday,0.004404248608280925,3.8592116023933243,2.967137475483682,3.025467178775246,75.7719443456416,115.27554945808544,113.42107391357422,114.71643829345705,112.63136727469308,1.40817620708598
2004-11-23,114.6791444286602,115.74150837487112,114.07900873445315,115.14137268066406,4312792,0.0,0.0,2004,11,4,23,Tuesday,0.010715920288790537,3.9005666063021467,3.0157260476733114,3.023518952554859,75.28475225901852,115.74150837487112,113.9206085205078,113.42107391357422,113.14790998186383,1.5867889262309536
2004-11-24,115.4619362224428,116.02107392812049,114.63814318793634,114.9866714477539,3223304,0.0,0.0,2004,11,4,24,Wednesday,-0.0013435764166127573,3.895325896998492,3.0070859298384818,3.020232348011584,77.31851210036719,116.02107392812049,115.14137268066406,113.9206085205078,113.64235251290458,1.535423366089048
2004-11-25,114.99600671544222,115.9279030421476,112.63458460876336,113.39873504638672,6310872,0.0,0.0,2004,11,4,25,Thursday,-0.013809743176092293,3.8415324467737615,2.8393748319404324,2.984060844797354,70.02830858591686,116.02107392812049,114.9866714477539,115.14137268066406,113.98795209612165,1.0228916627859816
2004-11-26,113.3987350463867,113.3987350463867,113.3987350463867,113.39873504638672,0,0.0,0.0,2004,11,4,26,Friday,0.0,3.8415324467737615,2.675619700174849,2.922372615872853,64.91542664583447,116.02107392812049,113.39873504638672,114.9866714477539,114.14051927839007,0.786957623442802
2004-11-29,113.31858623758578,116.27269285814285,112.34569199370463,115.9185791015625,5281488,0.0,0.0,2004,11,4,29,Monday,0.022221094919136597,3.9268955039084643,2.717843328404726,2.8814667583792275,70.95621239437037,116.27269285814285,113.39873504638672,113.39873504638672,114.312253679548,1.0278763623482343
2004-11-30,116.31559993926795,119.8418932073934,116.02111745194772,118.78512573242188,10508144,0.0,0.0,2004,11,4,30,Tuesday,0.024728966254389917,4.024003570309132,2.948622331577525,2.8948978730188872,75.53768284236884,119.8418932073934,115.9185791015625,113.39873504638672,115.07854679652623,1.8903758857190256
2004-12-01,119.37591675375192,119.37591675375192,117.13936562019217,117.56431579589844,8481864,0.0,0.0,2004,12,4,1,Wednesday,-0.010277464699355199,3.9826470156652007,2.9984430105620277,2.9156069005275156,69.38610929362315,119.8418932073934,118.78512573242188,115.9185791015625,115.59907640729632,2.0158825558218374
2004-12-02,117.8848663987754,119.0031418112539,115.47125302503882,115.79741668701172,9657704,0.0,0.0,2004,12,4,2,Thursday,-0.01502921270731672,3.9227909665286083,2.8623567986807075,2.9049568801581542,62.26460060026376,119.8418932073934,117.56431579589844,118.78512573242188,115.6927969796317,2.006284136516778
2004-12-03,116.41812092574295,117.03690166173683,113.83677177508096,115.25325012207033,9777216,0.0,0.0,2004,12,4,3,Friday,-0.004699297968038585,3.90435660291056,2.6797077978817185,2.859907063702867,60.378005325430706,119.8418932073934,115.79741668701172,117.56431579589844,115.73087964739118,1.993133728778625
2004-12-06,115.55518013852912,116.48707675254953,112.61970580436488,113.18444061279295,11473872,0.0,0.0,2004,12,4,6,Monday,-0.017950118604778575,3.834272938812965,2.3410355110697196,2.756132753176238,55.658739628780054,119.8418932073934,115.25325012207033,115.79741668701172,115.70026615687779,2.0361067989790076
2004-12-07,113.31853491578045,114.893441171243,113.22534533114576,113.52914428710938,7863224,0.0,0.0,2004,12,4,7,Tuesday,0.003045504067963334,3.8459502326458015,2.07651323746083,2.6202088500331566,53.24311400389984,119.8418932073934,113.18444061279295,115.25325012207033,115.7188960484096,2.0119924035604737
2004-12-08,113.50495651397782,114.3063849662792,111.46038172314395,111.902099609375,7329408,0.0,0.0,2004,12,4,8,Wednesday,-0.014331515382690285,3.790831937725577,1.7158097355552684,2.439329027137579,42.057575103812326,119.8418932073934,113.52914428710938,113.18444061279295,115.14511326381138,2.466852094603954
2004-12-09,112.2897752051975,113.4117820134055,112.28045851714572,112.8955078125,3801224,0.0,0.0,2004,12,4,9,Thursday,0.008877475995470618,3.8244849572555992,1.4929001279235052,2.2500432472947645,48.49106802164686,119.8418932073934,111.902099609375,113.52914428710938,114.30373927525112,1.9734833051595173
2004-12-10,113.69140767585068,115.1358476914045,113.1322696053137,114.21886444091795,6216808,0.0,0.0,2004,12,4,10,Friday,0.011721960014705157,3.8693154170013906,1.406809652098076,2.0813965282554268,50.81763274061425,119.8418932073934,112.8955078125,111.902099609375,113.82581765311105,1.3628890323257588
2004-12-13,114.25050901717188,115.70986209731512,114.18154958736348,115.19731903076172,4996232,0.0,0.0,2004,12,4,13,Monday,0.008566488509872183,3.902461863062204,1.4013811878679832,1.9453934601779381,50.155435186727836,119.8418932073934,114.21886444091795,112.8955078125,113.7400894165039,1.2306615464294142
2004-12-14,115.74156383849729,115.99317138352176,114.65124930913588,114.9177703857422,3083504,0.0,0.0,2004,12,4,14,Tuesday,-0.0024266940183292895,3.892991782202353,1.358857784804485,1.8280863251032475,49.80989169447109,119.8418932073934,115.19731903076172,114.21886444091795,113.6921637398856,1.166788048607565
2004-12-15,115.92794163970764,116.9306633311482,115.36880365752256,116.0677261352539,5772672,0.0,0.0,2004,12,4,15,Wednesday,0.010006770455532443,3.931948057352126,1.4017905312564523,1.7428271663338886,57.54653730361918,119.8418932073934,114.9177703857422,115.19731903076172,114.10406167166573,1.4356334652521399
2004-12-16,116.34356999790516,117.8849307564761,115.36880970475684,117.6668701171875,4350464,0.0,0.0,2004,12,4,16,Thursday,0.013777679938953069,3.986121179222912,1.5470195188445075,1.7036656368360124,61.06726975838216,119.8418932073934,116.0677261352539,114.9177703857422,114.6951653616769,1.9271528953923363
2004-12-17,117.4189141998716,118.79812504392204,116.68271397062423,117.0927505493164,5509752,0.0,0.0,2004,12,4,17,Friday,-0.004879194690054378,3.966672117931334,1.597374349644923,1.6824073793977947,53.38632304035704,119.8418932073934,117.6668701171875,116.0677261352539,115.43668692452567,1.652358341453927
2004-12-20,117.41889985895628,118.21101148498892,117.09273624823696,117.657470703125,2268424,0.0,0.0,2004,12,4,20,Monday,0.004822844720611119,3.9858027616136944,1.6636713450243406,1.678660172523104,46.249935301717265,119.8418932073934,117.0927505493164,117.6668701171875,116.1169673374721,1.3914349764217955
2004-12-21,117.88114545706225,119.0031521923453,117.7134109559698,118.60243225097656,3458512,0.0,0.0,2004,12,4,21,Tuesday,0.008031462364475717,4.017814586485819,1.7720357657909744,1.6973352911766784,53.51682320770419,119.8418932073934,117.657470703125,117.0927505493164,116.74319131033761,1.3811947571260297
2004-12-22,118.82613248837768,118.82613248837768,114.62328112236256,115.5700912475586,6001712,0.0,0.0,2004,12,4,22,Wednesday,-0.02556727502013767,3.915090015973215,1.5948463770501036,1.6768375083513636,49.29070450591651,119.8418932073934,118.60243225097656,117.657470703125,116.79644448416573,1.317370176497242
2004-12-23,116.2726608509954,116.2726608509954,114.15726145431948,114.4237823486328,3948912,0.0,0.0,2004,12,4,23,Thursday,-0.009918733182189166,3.8762572827205237,1.3464044494664478,1.6107508965743804,47.50564167322062,119.8418932073934,115.5700912475586,118.60243225097656,116.72587476457868,1.4421068924547071
2004-12-24,114.89908374177824,118.53721057447255,113.8367310494437,118.16072082519533,6661856,0.0,0.0,2004,12,4,24,Friday,0.032658756771180686,4.002851026499411,1.4345159294105514,1.5755039031416147,63.60010558961925,119.8418932073934,114.4237823486328,115.5700912475586,117.02487400599888,1.4987691344560397
2004-12-27,118.35081586047384,119.74866014229046,117.62393228365484,118.40300750732422,4400504,0.0,0.0,2004,12,4,27,Monday,0.002050484123969909,4.011058808979865,1.5065290928481403,1.56170894108292,63.395188755562394,119.8418932073934,118.16072082519533,114.4237823486328,117.13003649030414,1.5752001150301476
2004-12-28,118.53720522041336,122.45116954372892,117.99670083501412,122.01876831054688,9614448,0.0,0.0,2004,12,4,28,Tuesday,0.03053774460077796,4.133547498467192,1.8342179990139016,1.6162107526691163,75.06445627634012,122.45116954372892,118.40300750732422,118.16072082519533,117.83375331333706,2.426222008736647
2004-12-29,122.72692423505876,124.58513005157296,122.37281071821894,123.03445434570312,6633224,0.0,0.0,2004,12,4,29,Wednesday,0.008324014815255687,4.167955209083996,2.151074939708792,1.7231835900770516,75.09195188744938,124.58513005157296,122.01876831054688,118.40300750732422,118.60189383370536,3.1146229325082584
2004-12-30,122.82392958772628,123.75582586684408,120.3879513490299,120.83526611328124,5626792,0.0,0.0,2004,12,4,30,Thursday,-0.017874572160433977,4.093454792937768,2.1993771859322777,1.818422309248097,65.6939883550778,124.58513005157296,123.03445434570312,122.01876831054688,118.92087009974888,3.226995158333052
2004-12-31,121.14648894963184,124.7622502470177,120.8352388478298,124.45098876953124,4899312,0.0,0.0,2004,12,4,31,Friday,0.02992274335590328,4.215942190145837,2.5005904148289346,1.9548559303642645,69.50877776537484,124.7622502470177,120.83526611328124,123.03445434570312,120.18956974574498,3.429487049952872
2005-01-03,124.45098460185623,126.4303308757394,124.45098460185623,126.1097640991211,4734168,0.0,0.0,2005,1,1,3,Monday,0.013328743676450205,4.2721354029530225,2.8404108863838786,2.1319669215681873,72.29844246818001,126.4303308757394,124.45098876953124,120.83526611328124,121.85899571010044,2.9682712161168876
2005-01-04,125.80602323418704,126.1787818215476,124.23671276659212,124.99154663085938,4979104,0.0,0.0,2005,1,1,4,Tuesday,-0.008867017365783103,4.234254304146061,2.9850801086652012,2.30258955898759,67.80194635900094,126.4303308757394,126.1097640991211,124.45098876953124,122.83482796805245,2.656241142786144
2005-01-05,124.89275055594884,124.89275055594884,119.31070023935078,123.4762725830078,9604320,0.0,0.0,2005,1,1,5,Wednesday,-0.012123012225192076,4.182922387452327,2.9435303717787633,2.430777721545825,61.62796734976101,126.4303308757394,124.99154663085938,126.1097640991211,123.55958012172154,1.799410128346226
2005-01-06,123.01028278276613,125.43321259515396,120.44756855812516,123.05314636230467,8006888,0.0,0.0,2005,1,1,6,Thursday,-0.0034267816144083474,4.168588425920508,2.8436789948255523,2.5133579762017706,62.00274272552428,126.4303308757394,123.4762725830078,124.99154663085938,123.7073484148298,1.6909951062443933
2005-01-07,123.94218876742832,125.34003300164744,122.32628401786296,124.87035369873048,7623136,0.0,0.0,2005,1,1,7,Friday,0.014767662511248725,4.2301487329428,2.8780036694081446,2.5862871148430453,63.82742841865058,126.4303308757394,123.05314636230467,123.4762725830078,123.96961975097656,1.7114846275393398
