ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,diwali,diwali_lower,diwali_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-09-01,88.10994159087231,29.32466195484316,192.26417360141218,88.10994159087231,88.10994159087231,24.558344474911088,24.558344474911088,24.558344474911088,0.0,0.0,0.0,0.0,0.0,0.0,-0.5102600396637648,-0.5102600396637648,-0.5102600396637648,25.06860451457485,25.06860451457485,25.06860451457485,0.0,0.0,0.0,112.6682860657834
2004-09-02,88.28782595613596,25.313393013281374,196.16178911122694,88.28782595613596,88.28782595613596,25.655694325037935,25.655694325037935,25.655694325037935,0.0,0.0,0.0,0.0,0.0,0.0,0.17589882908271628,0.17589882908271628,0.17589882908271628,25.47979549595522,25.47979549595522,25.47979549595522,0.0,0.0,0.0,113.9435202811739
2004-09-03,88.4657103213996,27.863310802043532,198.05110311071923,88.4657103213996,88.4657103213996,24.199774633235617,24.199774633235617,24.199774633235617,0.0,0.0,0.0,0.0,0.0,0.0,-1.6114527356208534,-1.6114527356208534,-1.6114527356208534,25.811227368856468,25.811227368856468,25.811227368856468,0.0,0.0,0.0,112.66548495463522
2004-09-06,88.99936341719054,33.64091474696284,194.54223450616982,88.99936341719054,88.99936341719054,26.054373866987824,26.054373866987824,26.054373866987824,0.0,0.0,0.0,0.0,0.0,0.0,-0.2922517001702727,-0.2922517001702727,-0.2922517001702727,26.3466255671581,26.3466255671581,26.3466255671581,0.0,0.0,0.0,115.05373728417837
2004-09-07,89.17724778245419,36.29395784058505,197.4118428225066,89.17724778245419,89.17724778245419,25.418964372700707,25.418964372700707,25.418964372700707,0.0,0.0,0.0,0.0,0.0,0.0,-0.9664435591361544,-0.9664435591361544,-0.9664435591361544,26.38540793183686,26.38540793183686,26.38540793183686,0.0,0.0,0.0,114.59621215515489
2004-09-08,89.35513214771782,35.51304964507223,207.08051472832923,89.35513214771782,89.35513214771782,25.8535431505339,25.8535431505339,25.8535431505339,0.0,0.0,0.0,0.0,0.0,0.0,-0.5102600396670218,-0.5102600396670218,-0.5102600396670218,26.36380319020092,26.36380319020092,26.36380319020092,0.0,0.0,0.0,115.20867529825172
2004-09-09,89.53301651298148,28.35380337471728,200.68328346483233,89.53301651298148,89.53301651298148,26.46465368242509,26.46465368242509,26.46465368242509,0.0,0.0,0.0,0.0,0.0,0.0,0.17589882908463156,0.17589882908463156,0.17589882908463156,26.28875485334046,26.28875485334046,26.28875485334046,0.0,0.0,0.0,115.99767019540657
2004-09-10,89.71090087824513,34.48485021061662,195.2707930261527,89.71090087824513,89.71090087824513,24.55628016713881,24.55628016713881,24.55628016713881,0.0,0.0,0.0,0.0,0.0,0.0,-1.6114527356208217,-1.6114527356208217,-1.6114527356208217,26.16773290275963,26.16773290275963,26.16773290275963,0.0,0.0,0.0,114.26718104538394
2004-09-13,90.24455397403605,24.808089727629344,200.8496130960108,90.24455397403605,90.24455397403605,25.313977467611288,25.313977467611288,25.313977467611288,0.0,0.0,0.0,0.0,0.0,0.0,-0.2922517001730996,-0.2922517001730996,-0.2922517001730996,25.606229167784388,25.606229167784388,25.606229167784388,0.0,0.0,0.0,115.55853144164735
2004-09-14,90.42243833929972,28.59130891562263,207.55429459153044,90.42243833929972,90.42243833929972,24.411456226813137,24.411456226813137,24.411456226813137,0.0,0.0,0.0,0.0,0.0,0.0,-0.9664435591361086,-0.9664435591361086,-0.9664435591361086,25.377899785949246,25.377899785949246,25.377899785949246,0.0,0.0,0.0,114.83389456611286
2004-09-15,90.60032270456335,33.17613539751551,202.6807730512145,90.60032270456335,90.60032270456335,24.63000730765377,24.63000730765377,24.63000730765377,0.0,0.0,0.0,0.0,0.0,0.0,-0.5102600396671821,-0.5102600396671821,-0.5102600396671821,25.14026734732095,25.14026734732095,25.14026734732095,0.0,0.0,0.0,115.23033001221712
2004-09-16,90.77820706982699,29.226918403455297,198.44907062930986,90.77820706982699,90.77820706982699,25.07484248394294,25.07484248394294,25.07484248394294,0.0,0.0,0.0,0.0,0.0,0.0,0.17589882908268567,0.17589882908268567,0.17589882908268567,24.898943654860258,24.898943654860258,24.898943654860258,0.0,0.0,0.0,115.85304955376994
2004-09-17,90.95609143509064,28.778482661103517,203.190616733849,90.95609143509064,90.95609143509064,23.047087469109268,23.047087469109268,23.047087469109268,0.0,0.0,0.0,0.0,0.0,0.0,-1.61145273562001,-1.61145273562001,-1.61145273562001,24.658540204729277,24.658540204729277,24.658540204729277,0.0,0.0,0.0,114.00317890419991
2004-09-20,91.48974453088158,30.04141163968211,194.9968835948056,91.48974453088158,91.48974453088158,23.67952567509625,23.67952567509625,23.67952567509625,0.0,0.0,0.0,0.0,0.0,0.0,-0.2922517001711127,-0.2922517001711127,-0.2922517001711127,23.97177737526736,23.97177737526736,23.97177737526736,0.0,0.0,0.0,115.16927020597782
2004-09-21,91.66762889614522,39.74321778563744,197.95550423657662,91.66762889614522,91.66762889614522,22.791464036606087,22.791464036606087,22.791464036606087,0.0,0.0,0.0,0.0,0.0,0.0,-0.9664435591389565,-0.9664435591389565,-0.9664435591389565,23.757907595745046,23.757907595745046,23.757907595745046,0.0,0.0,0.0,114.4590929327513
2004-09-22,91.84551326140887,29.870365672257442,196.63203220040083,91.84551326140887,91.84551326140887,23.040077839706985,23.040077839706985,23.040077839706985,0.0,0.0,0.0,0.0,0.0,0.0,-0.5102600396673427,-0.5102600396673427,-0.5102600396673427,23.550337879374325,23.550337879374325,23.550337879374325,0.0,0.0,0.0,114.88559110111585
2004-09-23,92.02339762667252,27.66358917895781,197.75769981058397,92.02339762667252,92.02339762667252,23.522558873320637,23.522558873320637,23.522558873320637,0.0,0.0,0.0,0.0,0.0,0.0,0.1758988290807399,0.1758988290807399,0.1758988290807399,23.346660044239897,23.346660044239897,23.346660044239897,0.0,0.0,0.0,115.54595649999315
2004-09-24,92.20128199193617,28.807880809662976,207.09380944337738,92.20128199193617,92.20128199193617,21.53205900634477,21.53205900634477,21.53205900634477,0.0,0.0,0.0,0.0,0.0,0.0,-1.6114527356191977,-1.6114527356191977,-1.6114527356191977,23.14351174196397,23.14351174196397,23.14351174196397,0.0,0.0,0.0,113.73334099828094
2004-09-27,92.7349350877271,24.941862577161366,201.26627439358103,92.7349350877271,92.7349350877271,22.20060086445703,22.20060086445703,22.20060086445703,0.0,0.0,0.0,0.0,0.0,0.0,-0.29225170016920055,-0.29225170016920055,-0.29225170016920055,22.492852564626233,22.492852564626233,22.492852564626233,0.0,0.0,0.0,114.93553595218413
2004-09-28,92.91281945299075,24.812940838839243,193.8504225750406,92.91281945299075,92.91281945299075,21.278796644396795,21.278796644396795,21.278796644396795,0.0,0.0,0.0,0.0,0.0,0.0,-0.9664435591374125,-0.9664435591374125,-0.9664435591374125,22.245240203534205,22.245240203534205,22.245240203534205,0.0,0.0,0.0,114.19161609738754
2004-09-29,93.0907038182544,30.958039574006563,201.54314255489155,93.0907038182544,93.0907038182544,21.46318216101805,21.46318216101805,21.46318216101805,0.0,0.0,0.0,0.0,0.0,0.0,-0.5102600396643285,-0.5102600396643285,-0.5102600396643285,21.973442200682385,21.973442200682385,21.973442200682385,0.0,0.0,0.0,114.55388597927245
2004-09-30,93.26858818351803,35.71154105525978,197.20086615889934,93.26858818351803,93.26858818351803,21.848340158509853,21.848340158509853,21.848340158509853,0.0,0.0,0.0,0.0,0.0,0.0,0.17589882908265517,0.17589882908265517,0.17589882908265517,21.672441329427198,21.672441329427198,21.672441329427198,0.0,0.0,0.0,115.11692834202789
2004-10-01,93.44647254878168,29.019953649790683,205.81694119075038,93.44647254878168,93.44647254878168,19.726258314609254,19.726258314609254,19.726258314609254,0.0,0.0,0.0,0.0,0.0,0.0,-1.6114527356201327,-1.6114527356201327,-1.6114527356201327,21.337711050229384,21.337711050229384,21.337711050229384,0.0,0.0,0.0,113.17273086339094
2004-10-04,93.98012564457262,31.963454941134106,190.39782122334466,93.98012564457262,93.98012564457262,19.805003697594866,19.805003697594866,19.805003697594866,0.0,0.0,0.0,0.0,0.0,0.0,-0.2922517001672885,-0.2922517001672885,-0.2922517001672885,20.097255397762154,20.097255397762154,20.097255397762154,0.0,0.0,0.0,113.7851293421675
2004-10-05,94.15801000983626,26.801461975120127,197.15583661670962,94.15801000983626,94.15801000983626,18.63215551045196,18.63215551045196,18.63215551045196,0.0,0.0,0.0,0.0,0.0,0.0,-0.9664435591388651,-0.9664435591388651,-0.9664435591388651,19.598599069590822,19.598599069590822,19.598599069590822,0.0,0.0,0.0,112.79016552028821
2004-10-06,94.33589437509991,35.2068756094272,195.11435545745596,94.33589437509991,94.33589437509991,18.54671513515808,18.54671513515808,18.54671513515808,0.0,0.0,0.0,0.0,0.0,0.0,-0.5102600396660372,-0.5102600396660372,-0.5102600396660372,19.056975174824114,19.056975174824114,19.056975174824114,0.0,0.0,0.0,112.88260951025799
2004-10-07,94.51377874036355,27.633254824875518,199.78404703441925,94.51377874036355,94.51377874036355,18.6498716876813,18.6498716876813,18.6498716876813,0.0,0.0,0.0,0.0,0.0,0.0,0.17589882908203794,0.17589882908203794,0.17589882908203794,18.473972858599268,18.473972858599268,18.473972858599268,0.0,0.0,0.0,113.16365042804485
2004-10-08,94.6916631056272,26.724521119952207,195.3148610376106,94.6916631056272,94.6916631056272,16.240944132390723,16.240944132390723,16.240944132390723,0.0,0.0,0.0,0.0,0.0,0.0,-1.6114527356201012,-1.6114527356201012,-1.6114527356201012,17.852396868010825,17.852396868010825,17.852396868010825,0.0,0.0,0.0,110.93260723801792
