Open,High,Low,Close,Volume,Date,Price,MA20,MA50,RSI,MACD,Signal_Line,BB_High,BB_Low,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Return_1d,Return_5d,Volatility_5d,Price_Change,Volume_Change,Tomorrow
3881.502084875083,3937.838769501806,3855.4343858729776,3923.134033203125,2688905.0,2024-03-07,3896.6365776873918,3899.654150390625,3752.85728515625,48.46022870344095,33.71870597230236,43.56565178875212,3985.5542633899613,3813.754037391289,3880.833984375,3830.990478515625,3896.493408203125,3909.527587890625,3910.24365234375,3933.01708984375,3919.12353515625,0.010899731603679408,0.0032965671721374434,35.606252088775854,41.6319483280422,0.5416229982272716,3936.263427734375
3904.4187841194857,3965.529765333388,3904.4187841194857,3936.263427734375,2304068.0,2024-03-11,3934.9742747264368,3899.1122436523438,3759.5997265625,51.47472341186681,35.04861989509254,41.86224541002021,3983.8813402142937,3814.343147090394,3923.134033203125,3880.833984375,3830.990478515625,3896.493408203125,3909.527587890625,3910.24365234375,3933.01708984375,0.003346659690984355,0.006838636956179034,41.181628557492296,31.844643614889264,-0.14312034080787528,4003.0078125
3936.2632588176057,4039.0061848224314,3935.021662321107,4003.0078125,4039801.0,2024-03-12,3987.0139235717693,3902.5282348632813,3767.380263671875,62.913522735398985,41.01549916182921,41.69289616038201,3998.1457012569954,3806.9107684695673,3936.263427734375,3923.134033203125,3880.833984375,3830.990478515625,3896.493408203125,3909.527587890625,3910.24365234375,0.016956279982521805,0.02733596419607287,64.2037159724735,66.74455368239433,0.7533341029865439,3961.710205078125
4015.1823119675864,4049.557237825097,3945.382022047853,3961.710205078125,2837260.0,2024-03-13,3997.469629936475,3902.5043701171876,3774.5491455078127,62.50399377397533,41.92859544072553,41.740036016450716,3998.05935921188,3806.9493810224953,4003.0078125,3936.263427734375,3923.134033203125,3880.833984375,3830.990478515625,3896.493408203125,3909.527587890625,-0.01031664422260603,0.03412165268892786,45.37471271869247,-53.47210688946143,-0.29767332598808705,4017.66552734375
3965.959996659715,4034.2799836141,3901.554559301116,4017.66552734375,2919608.0,2024-03-14,3967.917271457608,3907.6367309570314,3782.9604052734376,60.163683416001724,46.62983794320735,42.71799640180205,4016.167358787528,3799.106103126535,3961.710205078125,4003.0078125,3936.263427734375,3923.134033203125,3880.833984375,3830.990478515625,3896.493408203125,0.014124032139933185,0.03525828301845957,41.08315853833064,51.705530684034784,0.029023776460387785,4028.789306640625
4003.342404564304,4047.6477740948294,3988.446509175302,4028.789306640625,3373143.0,2024-03-15,4018.0471416350656,3913.1773071289062,3791.25845703125,64.67643329489901,50.669120440991264,44.30822120963989,4034.4918709606195,3791.862743297193,4017.66552734375,3961.710205078125,4003.0078125,3936.263427734375,3923.134033203125,3880.833984375,3830.990478515625,0.0027687171122552368,0.026931344313830596,39.1337835562672,25.44690207632084,0.155341059484698,3965.052490234375
4024.969899930271,4062.686835117329,3931.9667150207774,3965.052490234375,1526904.0,2024-03-18,3997.326775069053,3914.3327026367188,3798.8109033203127,62.941125064450446,48.17195618387359,45.08096820448663,4037.230684284893,3791.4347209885445,4028.789306640625,4017.66552734375,3961.710205078125,4003.0078125,3936.263427734375,3923.134033203125,3880.833984375,-0.015820339947088535,0.007313804837642879,30.5136523897846,-59.91740969589591,-0.5473349336212547,3791.650146484375
3806.068613053239,3836.6241061836217,3781.4332000928857,3791.650146484375,1817913.0,2024-03-20,3809.0286531382535,3907.9876953125,3804.6296533203126,39.93821843233608,31.83385470113035,42.43154550381538,4042.5212991363082,3773.4540914886916,3965.052490234375,4028.789306640625,4017.66552734375,3961.710205078125,4003.0078125,3936.263427734375,3923.134033203125,-0.04373267294117211,-0.05279971359426994,95.10592955835938,-14.418466568864005,0.19058762043979183,3793.607421875
3809.9356057637506,3827.457130409854,3769.783733909053,3793.607421875,3829582.0,2024-03-21,3798.6204321594532,3905.2329223632814,3810.9607275390626,38.78472770525121,18.826704799075287,37.71057736286736,4046.942790828108,3763.5230538984547,3791.650146484375,3965.052490234375,4028.789306640625,4017.66552734375,3961.710205078125,4003.0078125,3936.263427734375,0.0005162067477242349,-0.04243187272699822,118.16309794682044,-16.328183888750573,1.1065815580833624,3734.358154296875
3721.0857067892807,3760.234927722912,3680.981626808488,3734.358154296875,5852485.0,2024-03-22,3720.6082772657,3901.3848388671877,3814.758408203125,36.63469676332093,3.6949311966563982,30.90744812962517,4057.300047823377,3745.4696299109983,3793.607421875,3791.650146484375,3965.052490234375,4028.789306640625,4017.66552734375,3961.710205078125,4003.0078125,-0.015618186330108141,-0.07051542024061463,126.84161883197001,13.27244750759428,0.5282307572993605,3702.46630859375
3700.079160748106,3768.5425143371926,3696.6893641833103,3702.46630859375,3440925.0,2024-03-26,3732.6159392602513,3891.3779296875,3819.0485693359374,34.977460602550266,-10.746633319410194,22.5766318398181,4070.871194964243,3711.884664410757,3734.358154296875,3793.607421875,3791.650146484375,3965.052490234375,4028.789306640625,4017.66552734375,3961.710205078125,-0.008540114361133,-0.08099778201580288,101.41681123036301,2.3871478456439945,-0.4120574422659776,3667.51806640625
3712.969450861875,3719.176034745275,3656.5371872279266,3667.51806640625,1968575.0,2024-03-27,3687.8566109866006,3881.2945922851563,3822.4197607421875,33.89952945740825,-24.72667460115008,13.115970551624462,4086.809060204449,3675.7801243658637,3702.46630859375,3734.358154296875,3793.607421875,3791.650146484375,3965.052490234375,4028.789306640625,4017.66552734375,-0.009439178988984165,-0.07503921437633676,55.25871159644413,-45.451384455624975,-0.4278936623146392,3701.320556640625
3676.3032936233417,3738.273558990573,3667.136552567891,3701.320556640625,4311783.0,2024-03-28,3702.7050557792318,3875.338659667969,3826.027958984375,40.45677836672357,-32.701417984373165,3.952492844424937,4094.7156467316445,3655.961672604293,3667.51806640625,3702.46630859375,3734.358154296875,3793.607421875,3791.650146484375,3965.052490234375,4028.789306640625,0.00921672085108427,-0.023823292327617263,47.52580354505132,25.017263017283312,1.190306693928349,3739.944580078125
3721.754466625653,3755.7475456528423,3712.540169065485,3739.944580078125,1569676.0,2024-04-01,3734.1438573591636,3866.3797119140627,3829.981923828125,39.45695603799334,-35.49565189377154,-3.9371361032143577,4092.751057144443,3640.008366683682,3701.320556640625,3667.51806640625,3702.46630859375,3734.358154296875,3793.607421875,3791.650146484375,3965.052490234375,0.010435200855057891,-0.014145597008124788,29.25296122761134,18.190113452471905,-0.6359566332535751,3708.48193359375
3714.402013572378,3733.356060539983,3698.169408371676,3708.48193359375,2142666.0,2024-04-02,3715.7627344558296,3855.1529541015625,3830.115771484375,33.67231155788227,-39.79019838685417,-11.107748559942321,4089.731770241757,3620.574137961368,3739.944580078125,3701.320556640625,3667.51806640625,3702.46630859375,3734.358154296875,3793.607421875,3791.650146484375,-0.008412596981241305,-0.006929228433365742,25.751452610444975,-5.9200799786281095,0.36503711593985,3769.114990234375
3677.1620215954326,3801.2936920206225,3677.1620215954326,3769.114990234375,3973090.0,2024-04-03,3739.2278568080274,3848.0965209960937,3832.268291015625,38.142626550928654,-37.864596979768066,-16.459118243907472,4084.1834723702377,3612.0095696219496,3708.48193359375,3739.944580078125,3701.320556640625,3667.51806640625,3702.46630859375,3734.358154296875,3793.607421875,0.01634983201384177,0.018001158170144027,38.75857699770002,91.95296863894237,0.8542740679135246,3822.58740234375
3796.4241236746416,3846.7929401546,3757.609195312925,3822.58740234375,3394637.0,2024-04-04,3802.201067733762,3843.74951171875,3835.0483642578124,36.95549488141359,-31.65882400560804,-19.499059396247585,4078.2702953358844,3609.2287281016156,3769.114990234375,3708.48193359375,3739.944580078125,3701.320556640625,3667.51806640625,3702.46630859375,3734.358154296875,0.01418699409487889,0.042281819238439544,49.53342560180841,26.163278669108422,-0.1455927250578265,3799.623046875
3798.4294730084184,3821.34609124678,3781.71943887628,3799.623046875,1636819.0,2024-04-05,3801.53276506153,3838.9059936523436,3837.027783203125,37.96186797943808,-28.267881239820326,-21.252823764962134,4072.8407678244057,3604.9712194802814,3822.58740234375,3769.114990234375,3708.48193359375,3739.944580078125,3701.320556640625,3667.51806640625,3702.46630859375,-0.006007542287893797,0.026558761590645963,45.58107968719234,1.1935738665815734,-0.5178220823021725,3793.225341796875
3803.203572182516,3850.612230468296,3781.241814170917,3793.225341796875,2302538.0,2024-04-08,3815.9270223196063,3837.0177368164063,3837.591142578125,32.006387067402045,-25.799376842773654,-22.16213438052444,4071.829544772626,3602.2059288601868,3799.623046875,3822.58740234375,3769.114990234375,3708.48193359375,3739.944580078125,3701.320556640625,3667.51806640625,-0.0016837736268040526,0.014246404078436026,43.58115739711335,-9.978230385640927,0.40671509800411654,3768.39892578125
3804.158349587002,3834.570702733132,3747.869456776199,3768.39892578125,1876992.0,2024-04-09,3791.2200797546657,3831.3959838867186,3839.2774169921877,29.573024170488495,-25.551808272627113,-22.840069158944974,4067.1725842377327,3595.6193835357044,3793.225341796875,3799.623046875,3822.58740234375,3769.114990234375,3708.48193359375,3739.944580078125,3701.320556640625,-0.006544935715278255,0.01615674371896869,22.72660631494882,-35.759423805751794,-0.18481605949608648,3804.77880859375
3777.80404193243,3810.078322650302,3741.1375497009217,3804.77880859375,2101965.0,2024-04-10,3775.607936175612,3825.47822265625,3842.005439453125,36.863070612488784,-22.164556681086196,-22.70496666337322,4057.4707730882433,3593.485672224257,3768.39892578125,3793.225341796875,3799.623046875,3822.58740234375,3769.114990234375,3708.48193359375,3739.944580078125,0.009653936201820201,0.009462120007423191,19.69621394211769,26.97476666131979,0.11985826258183296,3820.773193359375
3791.745569330167,3832.183946350763,3767.396661745701,3820.773193359375,4354821.0,2024-04-12,3799.790304048232,3819.7037109375,3845.654912109375,53.21727676110355,-17.98223420862041,-21.76042017242266,4045.7588776279626,3593.6485442470375,3804.77880859375,3768.39892578125,3793.225341796875,3799.623046875,3822.58740234375,3769.114990234375,3708.48193359375,0.004203762050371651,-0.0004746023552693046,19.132282558935216,29.0276240292078,1.0717856862507227,3763.29052734375
3820.772996845027,3880.738193181066,3742.140492150271,3763.29052734375,4200329.0,2024-04-15,3811.4393426656684,3807.7178466796877,3848.332333984375,47.016813546162055,-19.08607190570001,-21.22555051907813,4017.699445940602,3597.7362474187735,3820.773193359375,3804.77880859375,3768.39892578125,3793.225341796875,3799.623046875,3822.58740234375,3769.114990234375,-0.015044773166732806,-0.00956213789710847,24.26810767141325,-57.48246950127714,-0.03547608501015309,3697.978271484375
3725.860109844368,3751.354800517377,3688.477470314158,3697.978271484375,3051420.0,2024-04-16,3719.9161354157677,3794.53125,3849.7121044921873,46.46242495722016,-24.94349140181521,-21.969138695625546,3996.776381832839,3592.286118167161,3763.29052734375,3820.773193359375,3804.77880859375,3768.39892578125,3793.225341796875,3799.623046875,3822.58740234375,-0.017355092673505212,-0.025109784347106756,47.47826719244553,-27.8818383599928,-0.27352833551847966,3687.665771484375
3701.797732509692,3758.325343491066,3676.207462510317,3687.665771484375,3476284.0,2024-04-18,3717.2664030006918,3778.0312622070314,3850.5915234375,48.49775219143369,-30.071030991058706,-23.58951715471218,3956.017675787976,3600.044848626087,3697.978271484375,3763.29052734375,3820.773193359375,3804.77880859375,3768.39892578125,3793.225341796875,3799.623046875,-0.002788685936724211,-0.02142372818985394,60.53531763449485,-14.131961025317196,0.1392348480379626,3653.481689453125
3664.749072987277,3678.642318936936,3629.323708606485,3653.481689453125,2957749.0,2024-04-19,3653.983013771711,3759.2658813476564,3850.0577587890625,48.57310064017258,-36.472579594912986,-26.16612964275234,3901.478646405956,3617.0531162893567,3687.665771484375,3697.978271484375,3763.29052734375,3820.773193359375,3804.77880859375,3768.39892578125,3793.225341796875,-0.009269842808311224,-0.039765023606337935,66.85226362814068,-11.267383534152032,-0.14916358962616405,3690.1484375
