Open,High,Low,Close,Volume,Date,Price,MA20,MA50,RSI,MACD,Signal_Line,BB_High,BB_Low,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Return_1d,Return_5d,Volatility_5d,Price_Change,Volume_Change,Tomorrow
3038.666792443431,3053.5113296442846,3004.7931298391436,3007.781982421875,2626187.0,2025-09-08,3029.152229741714,3059.3147705078127,3152.279482421875,50.89203641010694,-19.302460196595348,-22.076054931015257,3146.608258783276,2972.021282232349,3036.97314453125,3084.197021484375,3085.990234375,3099.938232421875,3101.0341796875,3073.23779296875,3082.204345703125,-0.009611926322740216,-0.030071321972666043,38.95099944540532,-30.88481002155595,-0.06276393575429462,3038.06884765625
3020.833326119296,3048.6295571410296,3019.538108052908,3038.06884765625,2489301.0,2025-09-09,3034.083832596969,3059.962353515625,3144.6925927734374,53.588385455651135,-20.040262663205795,-21.668896477453366,3146.37538187285,2973.5493251584003,3007.781982421875,3036.97314453125,3084.197021484375,3085.990234375,3099.938232421875,3101.0341796875,3073.23779296875,0.010069501516857926,-0.019958263722335112,33.75400759488952,17.23552153695391,-0.05212347787876492,3098.44384765625
3045.0429174900823,3111.0966082909868,3042.0540649039185,3098.44384765625,2079428.0,2025-09-10,3076.5753365974524,3063.4094970703127,3138.327099609375,51.293104167141514,-15.573694650855487,-20.44985611213379,3150.2057235387947,2976.6132706018307,3038.06884765625,3007.781982421875,3036.97314453125,3084.197021484375,3085.990234375,3099.938232421875,3101.0341796875,0.019872821528247098,0.004035532304194733,37.29216654869614,53.400930166167655,-0.1646538526277055,3112.591064453125
3127.336119333051,3127.336119333051,3098.5436031034214,3112.591064453125,2263446.0,2025-09-11,3112.9398612182363,3067.8330078125,3131.829521484375,52.39465256564484,-10.768215869338746,-18.513528063574782,3155.214094792697,2980.451920832303,3098.44384765625,3038.06884765625,3007.781982421875,3036.97314453125,3084.197021484375,3085.990234375,3099.938232421875,0.004565910338370838,0.009206299977257748,44.64901931777444,-14.745054879926101,0.08849452830297566,3121.7568359375
3132.3175458217547,3137.0000329464906,3109.4030090679694,3121.7568359375,1447167.0,2025-09-12,3123.20152100723,3072.674951171875,3126.1566796875,59.64528324353287,-6.1493522512278105,-16.040692901105388,3160.7725030474776,2984.5773992962722,3112.591064453125,3098.44384765625,3038.06884765625,3007.781982421875,3036.97314453125,3084.197021484375,3085.990234375,0.002944740023529402,0.02791716863184046,50.071004713371444,-10.56070988425472,-0.3606355088656853,3100.336669921875
3122.3546477883615,3122.3546477883615,3084.4958486128803,3100.336669921875,1732539.0,2025-09-15,3103.425248200621,3077.138293457031,3120.182529296875,45.85856628507537,-4.169237563057322,-13.666401833495776,3161.0394246218016,2993.2371622922606,3121.7568359375,3112.591064453125,3098.44384765625,3038.06884765625,3007.781982421875,3036.97314453125,3084.197021484375,-0.006861574152425054,0.03077174078470768,32.80235471714175,-22.01797786648649,0.1971935512625702,3134.01123046875
3116.377048374956,3138.2953012727335,3097.5473738607,3134.01123046875,2573429.0,2025-09-16,3117.921337566717,3083.8383056640623,3115.3286767578124,48.4190270593681,0.11593675264521153,-10.909934116267578,3163.0784540324416,3004.598157295683,3100.336669921875,3121.7568359375,3112.591064453125,3098.44384765625,3038.06884765625,3007.781982421875,3036.97314453125,0.010861581864179737,0.03158005549693699,14.913476207473805,17.634182093794152,0.4853512677059506,3161.010498046875
3140.287738435889,3170.5746802441777,3130.7233130051436,3161.010498046875,2418271.0,2025-09-17,3150.648996624661,3091.639208984375,3110.6375,62.08372016411609,5.625733567445877,-7.602800579524888,3168.8907446369644,3014.387673331785,3134.01123046875,3100.336669921875,3121.7568359375,3112.591064453125,3098.44384765625,3038.06884765625,3007.781982421875,0.008614923684905573,0.020192926987510962,23.164131968942673,20.72275961098603,-0.06029231814827607,3164.89599609375
3173.1652036699406,3191.0983194206656,3149.652799058944,3164.89599609375,2633138.0,2025-09-18,3170.3755592398047,3095.5296997070313,3106.1848876953127,64.27684837864724,10.188369280018378,-4.044566607616235,3179.3718537843956,3011.687545629667,3161.010498046875,3134.01123046875,3100.336669921875,3121.7568359375,3112.591064453125,3098.44384765625,3038.06884765625,0.0012291949201927999,0.016804305659669172,27.10346210461001,-8.269207576190638,0.08885149761958022,3157.423828125
3158.220904129198,3168.681888196503,3132.3175150101574,3157.423828125,4901694.0,2025-09-19,3150.4997016033303,3098.847314453125,3101.6920556640625,59.37706036148687,13.050906717945509,-0.6254719425038864,3187.082686085276,3010.611942820974,3164.89599609375,3161.010498046875,3134.01123046875,3100.336669921875,3121.7568359375,3112.591064453125,3098.44384765625,-0.002360952138071082,0.011425294813773856,26.978614856656698,-0.7970760041980611,0.8615408687277308,3062.37841796875
3083.499594330073,3095.355278998739,3053.6110683753386,3062.37841796875,3634901.0,2025-09-22,3074.4831736870387,3099.833642578125,3095.743134765625,45.24111341458812,7.562937157213582,1.0122098774396073,3185.83685888331,3013.83042627294,3157.423828125,3164.89599609375,3161.010498046875,3134.01123046875,3100.336669921875,3121.7568359375,3112.591064453125,-0.030102202089445695,-0.012243267746170794,42.847289517784574,-21.121176361322796,-0.2584398373297069,3051.0205078125
3058.592364705798,3069.252556548476,3040.6592498638747,3051.0205078125,3177741.0,2025-09-23,3054.955903206175,3095.9381591796873,3089.602802734375,45.54000901737963,2.2710144728689556,1.2639707965254772,3183.43702634051,3008.4392920188648,3062.37841796875,3157.423828125,3164.89599609375,3161.010498046875,3134.01123046875,3100.336669921875,3121.7568359375,-0.003708852599537238,-0.026480671750444662,57.38974608193086,-7.571856893297991,-0.12576958767240154,3024.120849609375
3038.666695675492,3045.640684813108,3021.7298649127106,3024.120849609375,1625714.0,2025-09-24,3033.685274862909,3089.8707763671873,3086.0879052734376,42.79911788667372,-4.046800985176105,0.20181644018516068,3179.706244525569,3000.0353082088054,3051.0205078125,3062.37841796875,3157.423828125,3164.89599609375,3161.010498046875,3134.01123046875,3100.336669921875,-0.0088166100929985,-0.043305660807542834,64.72718584008005,-14.545846066117065,-0.4884057574232765,2946.41064453125
